,Uncertainty in (K),Uncertainty in (I),Uncertainty in (B),Uncertainty in (Tm*Tm/B)
0,9.609797827515118,207562.38304939278,0.46291004988627565,0.46379339518272217
1,9.609797827515118,207562.38304939278,0.46291004988627565,0.2330391983866738
2,9.609797827515118,207562.38304939278,0.46291004988627565,0.23302666802845168
3,9.609797827515118,207562.38304939278,0.46291004988627565,0.1564926617427695
4,9.609797827515118,207562.38304939278,0.46291004988627565,0.1564760655212142
5,9.609797827515118,207562.38304939278,0.46291004988627565,0.11842257989177528
6,9.609797827515118,207562.38304939278,0.46291004988627565,0.11840298715967147
7,9.609797827515118,207562.38304939278,0.46291004988627565,0.09572091244644106
