,1/kTm,(Tm*Tm/B)
0,24.430572864251666,12.326629608069283
1,23.16271878347214,11.740065021609784
2,23.07062049805078,11.748033159639533
3,22.273554914624842,11.412887794838625
4,22.18837879640448,11.420550639461736
5,21.450133291163663,11.200544196573073
6,21.371127275358273,11.20792427874798
7,20.7594313247219,11.042861033876099
